year,state,state_abbr,data_value
2019,Vermont,VT,304.1
2019,Vermont,VT,394.8
2019,Vermont,VT,229.1
2019,Vermont,VT,308.4
2019,Vermont,VT,400.6
2019,Vermont,VT,232.4
2019,Vermont,VT,245.3
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Vermont,VT,302.1
2019,Washington,WA,262.2
2019,Washington,WA,336.7
2019,Washington,WA,200
2019,Washington,WA,272.9
2019,Washington,WA,350.3
2019,Washington,WA,207.9
2019,Washington,WA,325.2
2019,Washington,WA,411.8
2019,Washington,WA,246.4
2019,Washington,WA,173.9
2019,Washington,WA,218.1
2019,Washington,WA,133.7
2019,Washington,WA,147.2
2019,Washington,WA,185.9
2019,Washington,WA,118.8
2019,Washington,WA,334.9
2019,Washington,WA,421.8
2019,Washington,WA,262.9
2019,Wisconsin,WI,309.8
2019,Wisconsin,WI,394.4
2019,Wisconsin,WI,240.2
2019,Wisconsin,WI,305.1
2019,Wisconsin,WI,389.9
2019,Wisconsin,WI,235.4
2019,Wisconsin,WI,464.1
2019,Wisconsin,WI,568.1
2019,Wisconsin,WI,378.7
2019,Wisconsin,WI,180.8
2019,Wisconsin,WI,222.1
2019,Wisconsin,WI,141.2
2019,Wisconsin,WI,195.2
2019,Wisconsin,WI,228.5
2019,Wisconsin,WI,167.3
2019,Wisconsin,WI,367.6
2019,Wisconsin,WI,522.9
2019,Wisconsin,WI,244.7
2019,West Virginia,WV,381.8
2019,West Virginia,WV,474.2
2019,West Virginia,WV,303.5
2019,West Virginia,WV,386.7
2019,West Virginia,WV,479.7
2019,West Virginia,WV,308.1
2019,West Virginia,WV,366
2019,West Virginia,WV,492.3
2019,West Virginia,WV,267.5
2019,West Virginia,WV,79.6
2019,West Virginia,WV,325.875
2019,West Virginia,WV,325.875
2019,West Virginia,WV,186.1
2019,West Virginia,WV,325.875
2019,West Virginia,WV,185
2019,West Virginia,WV,325.875
2019,West Virginia,WV,325.875
2019,West Virginia,WV,325.875
2019,Wyoming,WY,299.9
2019,Wyoming,WY,382.7
2019,Wyoming,WY,225.1
2019,Wyoming,WY,306.9
2019,Wyoming,WY,389.6
2019,Wyoming,WY,231.5
2019,Wyoming,WY,281
2019,Wyoming,WY,290.85
2019,Wyoming,WY,290.85
2019,Wyoming,WY,194.9
2019,Wyoming,WY,287
2019,Wyoming,WY,121
2019,Wyoming,WY,290.85
2019,Wyoming,WY,290.85
2019,Wyoming,WY,290.85
2019,Wyoming,WY,338.4
2019,Wyoming,WY,432.2
2019,Wyoming,WY,290.85
